id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
257615,15414,94D,5000,600,WATER,0,0,NE,,,,,,SW,,,,,
266714,15415,94FD,30,30,CONC,0,0,H1,,,,,,,,,,,
243745,15416,94FL,3200,50,ASPH,1,0,9,26.7327995300292,-81.9021987915039,,90,,27,26.7327995300292,-81.8924026489257,,259.5,
256299,15417,94GA,3800,75,TURF,0,0,18,,,,,,36,,,,,
266715,15419,94IN,310,150,TURF,0,0,H1,,,,,,,,,,340.2,
252713,15420,94IS,1700,70,TURF,0,0,N,,,,,,S,,,,,
247304,15421,94KS,2600,200,ASPH-TURF,0,0,17,,,,,,35,,,,,
256181,15422,94KY,1600,65,TURF,0,0,15,,,,,,33,,,,,
266716,15423,94LA,30,30,CONC,0,0,H1,,,,,,,,,,,
253882,15424,94MN,3000,50,TURF,0,0,17,,,,,,35,,,,,
257936,15425,94MO,1700,50,TURF,0,0,9,,,,,,27,,,,,
255060,15426,94NC,2600,65,TURF,0,0,7,,,,,,25,,,,,
266717,15428,94NJ,50,50,ASPH,0,0,H1,,,,,,,,,,359.8,
249831,15429,94NY,1400,60,TURF,0,0,N,,,,,,S,,,,,
266718,15430,94OH,40,40,ASPH,0,0,H1,,,,,,,,,,312,
266719,15431,94OI,20,20,CONC,0,0,H1,,,,,,,,,,,
270796,15432,94OK,60,60,CONC,0,0,H1,,,,,,,,,,,
248765,15433,94OR,2350,50,TURF-G,0,0,10,,,,,,28,,,,,
266720,15434,94PA,200,200,ASPH-TURF,0,0,H1,,,,,,,,,,319,
266721,15435,94PN,60,60,CONC,1,0,H1,,,,,,,,,,360,
251503,15436,94TA,3024,90,TURF,0,0,17,,,,,,35,,,,,
264678,45803,94TE,40,40,CONC-G,0,0,H1,,,,,,,,,,304,
266722,15437,94TS,36,36,ASPH,0,0,H1,,,,,,,,,,248.1,
242934,15438,94TX,3800,50,ASPH,0,0,17,31.4428005218505,-99.3167037963867,,170,,35,31.4325008392334,-99.3145980834961,,314.9,
247505,15439,94VA,2200,50,TURF,0,0,14,,,,,,32,,,,,
247655,15440,94WA,1700,50,GRAVEL,0,0,14,,,,,,32,,,,,
266723,15441,94WI,400,400,TURF,0,0,H1,,,,,,,,,,,
251586,15442,94XS,2000,40,TURF,0,0,14,,,,,,32,,,,,
253772,15443,94Z,1950,110,GRVL-F,0,0,3,,,,,,21,,,,,
247397,15445,95CA,2000,50,TURF,0,0,17,,,,,,35,,,,,
266724,15446,95CL,79,79,CONC,0,0,H1,,,,,,,,,,,
256147,15447,95CO,3500,60,DIRT-F,0,0,15,,,,,,33,,,,,
345805,345804,95FA,1850,75,Turf,0,0,1,30.3985996246337,-82.956802368164,93,5,,19,30.4036998748779,-82.9561996459961,81,185,
255151,15448,95FD,1850,100,TURF-F,0,0,9,,,,,,27,,,,,
266725,15449,95FL,250,250,ASPH,0,0,H1,,,,,,,,,,342.1,
251758,15450,95GA,2480,50,TURF-G,0,0,4,,,,,,22,,,,,
247245,15451,95IL,2750,100,TURF,0,0,3,,,,,,21,,,,,
249498,15452,95IN,2000,150,TURF,0,0,8,,,,,,26,,,,,
250039,15453,95IS,1760,70,TURF,0,0,12,,,,,230,30,,,,205,
329733,329732,95KS,2400,80,Turf,0,0,1,39.0229034423828,-96.0156860351562,1058,,,19,39.0294151306152,-96.0143966674804,1030,,
253432,15454,95KY,1880,70,TURF,0,0,05U,,,,,,23U,,,,,
266726,15455,95LA,20,20,CONC,0,0,H1,,,,,,,,,,,
248194,15457,95MI,4000,80,TURF,0,0,12,44.0897407531738,-85.7373504638671,942,,,30,44.0843086242675,-85.7241287231445,974,,
247277,15458,95MN,7800,600,WATER,0,0,07W,,,,,,25W,,,,,
247278,15458,95MN,6720,600,WATER,0,0,09W,,,,,,27W,,,,,
247279,15458,95MN,5440,500,WATER,0,0,18W,,,,,,36W,,,,,
256407,15459,95MO,2000,60,TURF,1,0,10,,,,,,28,,,,219,
266727,15461,95NJ,75,75,TURF,0,0,H1,,,,,,,,,,322,
247178,15462,95NY,1500,40,TURF,0,0,N,,,,,,S,,,,,
255201,15463,95OH,3050,85,TURF,0,0,18,,,,,500,36,,,,347,
266728,15464,95OI,20,20,CONC,1,0,H1,,,,,,,,,,223.1,
257280,15465,95OK,2500,50,TURF,0,0,17,,,,,,35,,,,,
250507,15466,95OR,2500,100,TURF,0,0,1,,,,,,19,,,,,
266729,15467,95PA,600,200,TURF,0,0,H1,,,,,,,,,,360,
266730,15467,95PA,1200,400,TURF,0,0,H2,,,,,,,,,,353.5,
266731,15468,95PN,60,60,ASPH,1,0,H1,,,,,,,,,,328.3,
247122,15469,95TA,2700,100,TURF-G,0,0,4,,,,,,22,,,,,
266732,15470,95TE,50,50,TURF,0,0,H1,,,,,,,,,,313,
253344,15471,95TS,2200,50,TURF-G,0,0,11,,,,,,29,,,,,
240706,15472,95TX,4000,75,ASP,0,0,N,28.1979999542236,-100.071998596191,,180,,S,28.1870002746582,-100.071998596191,,360,
248427,15473,95VA,1200,75,TURF,0,0,17,,,,,,35,,,,,
248212,15474,95WA,2100,40,ASPH,0,0,18,,,,,,36,,,,,
253608,15475,95WI,1295,100,TURF,0,0,18,,,,,120,36,,,,353.4,285
266733,15476,95XS,450,400,CONC,0,0,H1,,,,,,,,,,,
266734,15476,95XS,50,25,CONC,0,0,H2,,,,,,,,,,,
266735,15476,95XS,25,15,CONC,0,0,H3,,,,,,,,,,,
253901,15477,95Z,4100,60,GRVL-TRTD-F,0,0,15,,,,,478,33,,,,254.1,540
257346,15478,96AK,2000,1400,WATER,0,0,18,,,,,,36,,,,,
247839,15479,96C,2500,36,ASPH-G,0,0,1,42.747501373291,-88.2500991821289,822,,,19,42.7543983459472,-88.2507019042968,822,,
266736,15480,96CA,35,35,CONC,0,0,H1,,,,,,,,,,,
266737,15481,96CL,100,100,ASPH,0,0,H1,,,,,,,,,,360,
250719,15482,96CO,1200,100,TURF,0,0,8,,,,,,26,,,,,
250720,15482,96CO,2400,100,TURF,0,0,17,,,,,,35,,,,,
247217,15483,96FD,2550,50,TURF,0,0,N,,,,,,S,,,,,
258009,15484,96FL,3300,100,TURF,0,0,18,,,,,1250,36,,,,211.3,1250
249192,15485,96G,2465,50,TURF-G,0,0,9,43.3763999938964,-82.8181991577148,770,,,27,43.3763999938964,-82.8109970092773,768,,
253918,15486,96GA,3000,200,TURF,0,0,18,,,,,,36,,,,,
250505,15487,96ID,2550,125,TURF,0,0,1,,,,,,19,,,,,
248169,15488,96IL,2400,70,TURF,0,0,18,,,,,200,36,,,,333,200
266738,15489,96IN,50,50,CONC,0,0,H1,,,,,,,,,,,
246456,15490,96IS,2640,70,TURF,0,0,N,,,,,,S,,,,,
345602,345601,96KS,2500,50,Turf,0,0,18,,,,,,36,,,,,
256994,15491,96KY,1400,100,TURF,0,0,9,,,,,,27,,,,,
266739,15492,96LA,50,50,CONC,0,0,H1,,,,,,,,,,,
249691,15493,96LL,2640,80,TURF,0,0,N,,,,,,S,,,,,
255135,15494,96M,5280,2640,WATER,0,0,09W,,,,,,27W,,,,,
270797,15496,96MO,100,100,TURF,0,0,H1,,,,,,,,,,,
347766,347732,96MT,1064,50,Turf,0,0,12,,,,,,30,,,,,
347764,347732,96MT,1443,50,Turf,0,0,6,,,,,,24,,,,,
347765,347732,96MT,1357,50,Turf,0,0,7,,,,,,25,,,,,
255212,15497,96MU,2200,60,TURF-F,0,0,18,,,,,,36,,,,,
346548,346547,96NC,100,100,ASP,0,0,H1,,,,,,,,,,,
266740,15498,96NJ,40,40,TURF,0,0,H1,,,,,,,,,,340,
264303,45559,96NY,30,30,CONC,0,0,H1,,,,,,,,,,,
266741,15499,96OH,25,25,ASPH-G,0,0,H1,,,,,,,,,,360,
266742,15500,96OI,60,40,CONC,0,0,H1,,,,,,,,,,,
253240,15501,96OK,4000,35,TURF,0,0,17,,,,,,35,,,,,
240576,15502,96OR,4800,90,ASPH,0,0,12,45.1053009033203,-118.822998046875,,136,,30,45.0957984924316,-118.810997009277,,7,
266743,15504,96PN,60,60,ASPH-G,0,0,H1,,,,,,,,,,195.3,
266744,15505,96TA,20,20,CONC,0,0,H1,,,,,,,,,,,
257640,15507,96TS,2175,60,TURF,0,0,9,,,,,,27,,,,,
257386,15508,96TX,3000,90,TURF,0,0,N,,,,,,S,,,,,
264567,45885,96VE,1600,40,TURF,0,0,14,,,,,,32,,,,194,
257959,15510,96WA,1100,20,TURF-F,0,0,16,,,,,,34,,,,,
252748,15511,96WI,1300,60,TURF,0,0,7,,,,,,25,,,,,
252749,15511,96WI,10000,4000,WATER,0,0,N,,,,,,S,,,,,
252493,15512,96WY,1500,50,TURF-DIRT,0,0,4,,,,,,22,,,,,
252494,15512,96WY,800,50,TURF,0,0,12,,,,,,30,,,,,
346846,322214,96XA,6800,50,Dirt,0,0,13,,,,,,31,,,,,700
266745,15513,96XS,35,35,CONC,0,0,H1,,,,,,,,,,,
256620,15514,96Z,10000,1000,WATER,0,0,NW,,,,,,SE,,,,,
250245,15515,97AK,1800,150,GRVL,0,0,8,,,,,,26,,,,,
333458,333457,97AL,40,40,CON,0,0,H1,,,,,,H1,,,,,
256065,15516,97CA,3200,50,DIRT-TRTD,0,0,13,,,,,,31,,,,,
248828,15517,97CL,1900,180,GRAVEL,0,0,2,,,,,,20,,,,,
250533,15518,97CO,2500,30,DIRT,0,0,9,,,,,,27,,,,,
254294,15519,97F,2600,34,ASPH-P,0,0,17,,,,,,35,,,,,
266746,15520,97FD,31,31,CONC,0,0,H1,,,,,,,,,,,
249872,15521,97FL,3700,125,TURF,0,0,N,,,,,,S,,,,,
246846,15522,97G,1528,100,TURF-G,0,0,9,,,,,,27,,,,,
247234,15523,97GA,2300,150,TURF,0,0,10,,,,,,28,,,,,
246609,15524,97IA,2000,75,TURF,1,0,18,,,,,,36,,,,200.8,450
266747,15525,97IL,50,50,ROOF-TOP,1,0,H1,,,,,,,,,,234,880
266748,15526,97IN,40,40,CONC,0,0,H1,,,,,,,,,,,
266749,15527,97IS,50,50,CONC,0,0,H1,,,,,,,,,,,
249866,15528,97KS,2000,60,TURF,0,0,8,,,,,,26,,,,,
266750,15529,97KY,80,80,ASPH,0,0,H1,,,,,,,,,,312.8,
254902,15530,97LA,2400,10,TURF,0,0,9,,,,,200,27,,,,177.3,187
266751,15531,97MN,90,105,ASPH,1,0,H1,,,,,,,,,,346,
251271,15532,97MO,2650,100,TURF,0,0,18,,,,,,36,,,,270,150
240435,15533,97MT,3400,50,ASPH,1,0,2,48.0710983276367,-114.680000305175,,36,,20,48.0786018371582,-114.671997070312,,303,
266752,15534,97NC,50,50,TURF,1,0,H1,,,,,,,,,,2,
257494,15535,97ND,2640,100,TURF,1,0,17,,,,,,35,,,,343.2,
248233,15536,97NY,2550,75,GRVL-G,0,0,N,,,,,,S,,,,,
264580,45736,97OG,3000,20,ASPH,0,0,17,,,,,,35,,,,,
266753,15537,97OH,24,24,CONC,0,0,H1,,,,,,,,,,,
266754,15538,97OI,37,37,ASPH,0,0,H1,,,,,,,,,,269,800
270798,15539,97OK,30,30,CONC,0,0,H1,,,,,,H1,,,,,
270799,15539,97OK,30,30,CONC,0,0,H2,,,,,,H3,,,,,
251963,15540,97OR,2500,50,GRVL-DIRT,0,0,14,,,,,,32,,,,,
254594,15541,97PA,2000,100,TURF,0,0,10,,,,,200,28,,,,288.8,
247267,15542,97PN,1600,100,TURF-G,0,0,18,,,,,,36,,,,,
266755,15543,97TA,300,300,TURF,0,0,H1,,,,,,,,,,277.1,
266757,15544,97TE,20,20,CONC,0,0,H1,,,,,,,,,,,
266756,15544,97TE,20,20,TURF,0,0,H2,,,,,,,,,,306,
266758,15544,97TE,20,20,CONC,0,0,H3,,,,,,,,,,,
264496,45797,97TN,1600,50,TURF,0,0,4,,,,,,22,,,,222,
254960,15545,97TS,2500,150,TURF,1,0,15,,,,,,33,,,,8,
254227,15546,97TX,3600,710,GRVL,0,0,15,,,,,,33,,,,,
257075,15547,97VA,1600,50,TURF,0,0,5,,,,,,23,,,,,
253981,15548,97WA,2200,50,ASPH-TURF,0,0,4,,,,,,22,,,,,
269359,15548,97WA,50,50,ASPH,0,0,H1,,,,,,H1,,,,,
256157,15549,97WI,1740,150,TURF,1,0,9,,,,,,27,,,,194.3,270
266759,15550,97WY,20,20,TURF,1,0,H1,,,,,,,,,,314,
345807,345806,97XA,74,40,CON,0,0,H1,,,,,,,,,,,
246821,15551,97XS,1100,100,TURF,0,0,9,,,,,,27,,,,,
246822,15551,97XS,3150,100,TURF,0,0,18,,,,,,36,,,,,
250092,15552,97Y,2500,75,TURF-G,0,0,11,,,,,,29,,,,,
247141,15553,98AK,2000,120,GRVL,0,0,9,,,,,,27,,,,,
328508,328507,98AL,20,20,CON,1,0,H1,,,,,,H1,,,,,
266760,15554,98CA,65,65,ASPH,0,0,H1,,,,,,,,,,307,
257939,15555,98CL,1900,85,GRAVEL,0,0,N,,,,,,S,,,,,
266761,15556,98CO,40,40,CONC,0,0,H1,,,,,,,,,,,
256820,15557,98FD,1800,100,WATER,0,0,13,,,,,,31,,,,,
251056,15558,98FL,2000,500,WATER,0,0,18,,,,,,36,,,,,
251845,15559,98G,2150,130,TURF-G,0,0,6,43.7279014587402,-83.4654998779296,584,,,24,43.7300987243652,-83.459602355957,584,330,483
251846,15559,98G,2178,50,ASPH-P,1,0,18,43.7323989868164,-83.4625015258789,584,,,36,43.7263984680175,-83.4618988037109,584,326.1,245
255022,15560,98GA,2700,30,TURF,0,0,13,,,,,,31,,,,,
266762,15561,98IA,40,40,CONC-G,0,0,H1,,,,,,,,,,321,
266763,15562,98ID,30,30,CONC,1,0,H1,,,,,,,,,,7,
266764,15563,98IL,40,40,CONC,0,0,H1,,,,,,,,,,,
257061,15564,98IN,1600,100,TURF,0,0,9,,,,,,27,,,,,
252992,15566,98KS,2440,100,TURF,0,0,N,,,,350,,S,,,,170,
266765,15567,98KY,40,40,CONC,0,0,H1,,,,,,,,,,,
266766,15568,98L,125,100,ASPH,1,0,H1,,,,,,,,,,12.9,
266767,15569,98LA,20,20,ASPH,0,0,H1,,,,,,,,,,247.7,
252856,15570,98LL,2250,90,TURF,0,0,9,,,,,,27,,,,,
264100,45457,98ME,2200,50,TURF,0,0,6,,,,,,24,,,,,
264304,45475,98MI,30,30,CONC,0,0,H1,,,,,,,,,,278,
247259,15571,98MN,1400,100,TURF,0,0,18,,,,,,36,,,,,
251788,15572,98MO,2828,50,TURF-DIRT,0,0,18,,,,,,36,,,,245,765
253414,15573,98MT,2500,40,TURF,0,0,18,,,,,,36,,,,,
266768,15574,98NC,40,40,CONC,0,0,H1,,,,,,,,,,,
258178,15575,98ND,2000,75,TURF,0,0,17,,,,,,35,,,,,
270800,15577,98NH,50,40,ASPH,0,0,H1,,,,,,,,,,,
266769,15578,98NJ,36,36,ASPH,0,0,H1,,,,,,,,,,360,
258028,15579,98NM,5200,50,TURF,0,0,8,,,,,,26,,,,,
254365,15580,98NY,1400,75,TURF,0,0,E,,,,,,W,,,,,
254366,15580,98NY,1750,75,TURF,0,0,N,,,,,,S,,,,,
256666,15581,98OH,2400,130,TURF,0,0,18,,,,,,36,,,,,
266770,15582,98OI,100,100,CONC,0,0,H1,,,,,,,,,,,
257023,15583,98OK,2008,51,TURF-G,0,0,17,,,,,,35,,,,,
248406,15584,98OL,2020,50,TURF-G,0,0,17,,,,,,35,,,,,
256155,15585,98OR,1300,50,TURF,0,0,17,,,,,,35,,,,,
257381,15586,98PA,1200,100,TURF,0,0,NW,,,,,200,SE,,,,226,330
266771,15587,98PN,60,60,ASPH,0,0,H1,,,,,,,,,,328.4,
266772,15588,98TA,40,40,CONC,0,0,H1,,,,,,,,,,,
249446,15589,98TE,1040,50,TURF,0,0,12,,,,,,30,,,,,
264566,45798,98TN,3000,50,ASPH,0,0,14,,,,,,32,,,,279,
356269,345109,98TS,3000,65,Turf,0,0,2,31.555578,-98.424581,1679,26,,20,31.562994,-98.420369,1672,206,
266773,15591,98TX,30,30,TURF,0,0,H1,,,,,,,,,,225,
253740,15592,98VA,2500,50,TURF-F,0,0,18,,,,,,36,,,,,
270801,15593,98WA,60,60,CONC,0,0,H1,,,,,,,,,,,
266774,15594,98WI,70,70,TURF,0,0,H1,,,,,,,,,,309,
343457,343456,98WT,40,40,CON,0,0,H1,,,,,,-,,,,,
266775,15595,98WY,20,20,TURF,0,0,H1,,,,,,,,,,3,
354649,354647,98XA,2070,30,Turf,0,0,10,,,,,,28,,,,,
264624,45828,98XS,25,25,ASPH,0,0,H1,,,,,,,,,,,
251267,15596,99A,3800,75,TURF-G,0,0,17,34.4113998413085,-91.9587020874023,,,,35,34.4010009765625,-91.9587020874023,,,
352630,321976,99AA,15,15,Wood,0,0,H1,,,,,,,,,,,
249768,15597,99AK,1200,100,GRVL-DIRT,0,0,3,,,,,,21,,,,,
253195,15598,99AZ,3820,100,DIRT,0,0,8,,,,,,26,,,,,
250534,15599,99C,15000,4000,WATER,0,0,ALL,,,,,,WAY,,,,,
270915,46304,99CA,50,50,CONC,1,0,H1,,,,,,H1,,,,,
241884,15600,99CL,3700,150,ASPH,0,0,4,34.6236000061035,-117.605003356933,2858,60.1,,22,34.6286010742187,-117.595001220703,2846,197.4,
241885,15600,99CL,3200,150,ASPH-P,0,0,7,34.6236000061035,-117.605003356933,2858,90,,25,34.6236000061035,-117.595001220703,2853,226,
241886,15600,99CL,3700,150,ASPH-P,0,0,16,34.6286010742187,-117.595001220703,2846,178.7,,34,34.6185989379882,-117.594001770019,2865,271,
266776,15601,99CN,86,50,CONC,0,0,H1,,,,,,,,,,,
253686,15602,99CO,1500,50,TURF,0,0,7,,,,,,25,,,,,
251800,15603,99F,2600,100,TURF-F,0,0,17,,,,,,35,,,,,
266777,15604,99FD,30,30,TURF-G,0,0,H1,,,,,,,,,,350,
256659,15605,99FL,2640,100,TURF-G,1,0,9,,,,,565,27,,,,334,
266778,15606,99GA,220,180,TURF,0,0,H1,,,,,,,,,,194.2,
266779,15607,99HI,16,16,CONC,1,0,H1,,,,,,,,,,329.2,
253570,15608,99IA,1700,60,TURF,0,0,18,,,,,,36,,,,,
266780,15609,99ID,42,42,ASPH-DIRT,0,0,H1,,,,,,,,,,332.7,
248633,15610,99IL,1600,80,TURF,0,0,18,,,,,,36,,,,,
249722,15611,99IN,1400,75,TURF,0,0,9,,,,,,27,,,,,
247137,15612,99KS,2750,60,TURF,0,0,15,,,,,,33,,,,,
251297,15613,99KY,1200,50,TURF,0,0,10,,,,,,28,,,,,
257658,15615,99LA,2000,50,TURF-G,0,0,15,,,,,,33,,,,,
331675,331674,99ME,80,80,GRS,1,0,H1,,,,,,H1,,,,,
324563,324561,99MI,2600,100,Turf,0,0,12,,,,,,30,,,,,
324562,324561,99MI,2600,100,Turf,0,0,2,,,,,,20,,,,,
266781,15616,99MN,91,51,CONC,0,0,H1,,,,,,,,,,,
270802,15617,99MO,40,40,ASPH,0,0,H1,,,,,,,,,,,
249441,15618,99MT,1600,50,TURF,0,0,18,,,,,,36,,,,315,400
264679,45679,99NA,50,50,CONC-G,1,0,H1,,,,,,,,,,,
266782,15619,99NC,50,50,CONC,0,0,H1,,,,,,,,,,,
266783,15620,99NJ,75,75,TURF,0,0,H1,,,,,,,,,,226,
252448,15621,99NY,1700,100,TURF,0,0,1,,,,,,19,,,,,
266784,15622,99OH,40,40,CONC,0,0,H1,,,,,,,,,,,
266785,15623,99OI,60,60,ASPH,0,0,H1,,,,,,,,,,0.4,
266786,15624,99OK,40,40,TURF,0,0,H1,,,,,,,,,,340,771
252360,15625,99OR,1885,80,TURF,0,0,11,,,,,,29,,,,,
264489,45757,99PA,1602,100,TURF,0,0,3,,,,,,21,,,,,
264568,45781,99SC,2640,110,TURF,0,0,14,,,,,,32,,,,,
266787,15626,99TA,20,20,CONC,0,0,H1,,,,,,,,,,,
248960,15627,99TE,2300,75,TURF,0,0,18,,,,,,36,,,,,
266788,15628,99TN,50,50,CONC,1,0,H1,,,,,,,,,,328,
266789,15629,99TS,20,20,CONC,0,0,H1,,,,,,,,,,,
246774,15630,99TX,3450,50,DIRT,0,0,13,,,,,,31,,,,,
253634,15631,99UT,2400,50,DIRT,0,0,8,,,,,,26,,,,,
253504,15632,99VA,2400,40,TURF-G,0,0,5,,,,,,23,,,,,
270803,15633,99WA,50,50,CONC,1,0,H1,,,,,,,,,,,
325748,325747,99WI,2000,75,Turf,0,0,9,,,,,,27,,,,,
251577,15635,99WY,2700,100,TURF-DIRT,0,0,18,,,,,,36,,,,,
249180,15636,99XS,3000,50,TURF,1,0,N,,,,,,S,,,,342.2,
254723,15637,99Y,2800,100,TURF-F,0,0,13,,,,,,31,,,,,
253989,15638,99Z,5500,500,WATER,0,0,ALL,,,,,,WAY,,,,,
249146,15639,9A2,2600,50,ASPH-P,0,0,5,,,,,,23,,,,,
270804,15640,9A3,3401,60,GRVL-E,1,0,9,61.5803985595703,-159.225006103515,244,106,,27,61.5778007507324,-159.205993652343,205,286,
249961,15641,9A8,3100,60,GRVL-F,0,0,6,,,,,,24,,,,,
252964,15642,9A9,3340,180,TURF-G,1,0,10,,,,,,28,,,,275.4,
325121,325120,9AA1,1250,100,GVL,0,0,10,,,,,,28,,,,,
325050,325049,9AA9,1100,100,Dirt,0,0,18,,,,,,36,,,,,
248679,15643,9AK,780,30,GRVL-P,0,0,7,,,,,,25,,,,,
248662,15644,9AK0,1040,55,GRAVEL,0,0,7,,,,,,25,,,,,
247573,15645,9AK1,3000,200,WATER,0,0,01W,,,,,,19W,,,,,
247574,15645,9AK1,2200,75,GRVL,0,0,2,,,,,,20,,,,,
248120,15646,9AK2,2600,75,GRVL,0,0,9,,,,,,27,,,,,
251103,15647,9AK3,4100,75,GRAVEL,0,0,6,,,,,,24,,,,,
246571,15648,9AK4,2800,60,GRAVEL,1,0,15,,,,,,33,,,,328.1,582
258023,15649,9AK5,1800,70,GRAVEL,0,0,16,,,,,,34,,,,,
255211,15650,9AK6,1600,75,TURF,0,0,7,,,,,,25,,,,,
250692,15651,9AK7,1200,100,GRVL,0,0,4,,,,,,22,,,,,
257709,15652,9AK8,2000,80,GRVL,0,0,18,,,,,,36,,,,,
266790,15653,9AL6,20,20,CONC,0,0,H1,,,,,,,,,,,
266791,15654,9AL9,24,24,CONC,1,0,H1,,,,,,,,,,269.9,
264144,45304,9AR9,3000,100,ASPH,0,0,10,,,,,,28,,,,290,
251347,15656,9B1,1659,45,ASPH-F,0,0,14,42.3442993164062,-71.5115966796875,278,,,32,42.341999053955,-71.5064010620117,273,,
256122,15657,9B8,2000,60,TURF-G,0,0,17,,,,,,35,,,,,
257674,15658,9C0,9000,2000,WATER,0,0,NE,,,,,,SW,,,,,
249537,15660,9CA0,2940,40,GRVL-DIRT,0,0,5,,,,,,23,,,,,
266792,15661,9CA1,20,20,ASPH,0,0,H1,,,,,,,,,,348,
266793,15662,9CA2,50,50,CONC,0,0,H1,,,,,,,,,,,
266794,15663,9CA3,40,40,CONC,0,0,H1,,,,,,,,,,,
266795,15664,9CA4,40,40,ASPH,0,0,H1,,,,,,,,,,360,
266796,15665,9CA5,185,87,CONC,0,0,H1,,,,,,,,,,,
257802,15666,9CA6,5300,100,DIRT,0,0,16,,,,,,34,,,,,
245660,15667,9CA7,3018,28,ASPH,0,0,7,36.7667007446289,-119.441001892089,,78.2,,25,36.7682991027832,-119.430999755859,,201,
266798,15668,9CA8,50,50,CONC,0,0,H1,,,,,,,,,,,
266797,15668,9CA8,50,50,ASPH,0,0,H2,,,,,,,,,,268,
266799,15669,9CA9,75,75,CONC,0,0,H1,,,,,,,,,,,
246368,15670,9CL0,2075,60,ASPH-P,1,0,13,,,,,440,31,,,,269.3,300
253762,15671,9CL1,2200,70,DIRT,0,0,9,,,,,,27,,,,,
243521,15672,9CL2,3000,50,ASPH,0,0,7,36.8711013793945,-121.342002868652,,84.2,,25,36.871898651123,-121.332000732421,,359.3,
255550,15673,9CL3,1960,50,GRAVEL,0,0,6,,,,,,24,,,,,
250104,15674,9CL4,3000,120,DIRT,0,0,E,,,,,,W,,,,,
250105,15674,9CL4,3000,120,DIRT,0,0,N,,,,,,S,,,,,
250416,15675,9CL5,2150,45,TRTD,0,0,NW,,,,,,SE,,,,,
266800,15676,9CL6,48,48,CONC,1,0,H1,,,,,,-,,,,263,
322041,15676,9CL6,48,48,Concrete,1,0,H2,36.8825988769531,-119.800102233886,376,,,-,,,,,
322042,15676,9CL6,40,40,CONC,1,0,H3,36.8815002441406,-119.800003051757,376,,,-,,,,,
257874,15677,9CL7,2300,100,TURF,0,0,16,,,,,,34,,,,,
266801,15678,9CL8,28,28,ASPH,0,0,H1,,,,,,,,,,240.3,
251568,15679,9CL9,2500,100,DIRT,0,0,7,,,,,,25,,,,,
266802,15680,9CO0,50,50,CONC,0,0,H1,,,,,,,,,,,
266803,15681,9CO1,60,60,CONC,0,0,H1,,,,,,,,,,,
249881,15682,9CO2,2500,80,TURF-DIRT,0,0,E,,,,,,W,,,,,
248808,15683,9CO3,2600,75,TURF-DIRT-G,0,0,18,,,,,,36,,,,,
266804,15684,9CO4,100,100,ASPH,0,0,H1,,,,,,,,,,202,
252755,15685,9CO5,5280,50,GRAVEL,1,0,17,,,,,,35,,,,268,
254053,15686,9CO6,3000,75,DIRT-G,0,0,15,,,,,,33,,,,,
256947,15687,9CO7,2600,33,GRVL-F,0,0,17,,,,,,35,,,,,
264147,45325,9CO8,1400,40,TURF,0,0,10,,,,,,28,,,,330.6,
251066,15688,9CO9,2000,50,TURF-DIRT,0,0,1,,,,,,19,,,,,
256039,15689,9F1,3028,40,TURF-F,0,0,6,,,,,,24,,,,,
256040,15689,9F1,2788,40,TURF-F,0,0,14,,,,,,32,,,,,
266805,15690,9F5,48,48,TURF,0,0,H1,,,,,,,,,,220.6,
355675,355674,9FA3,54,54,CON,0,0,H1,,,,,,,,,,,
355677,355676,9FA5,1750,50,Turf,0,0,18,29.193333,-82.032639,53,180,,36,29.188517,-82.032639,49,0,
266806,15691,9FA8,75,75,ASPH,0,0,H1,,,,,,,,,,310.9,
253757,15692,9FD0,5000,100,WATER,0,0,9,,,,,,27,,,,,
253758,15692,9FD0,5000,100,WATER,0,0,18,,,,,,36,,,,,
266807,15693,9FD1,40,40,CONC,0,0,H1,,,,,,,,,,,
247453,15694,9FD2,2300,150,TURF,0,0,17,,,,,,35,,,,,
266808,15695,9FD3,70,70,CONC,0,0,H1,,,,,,,,,,,
257335,15696,9FD5,2500,100,TURF,0,0,9,,,,,500,27,,,,196.8,470
266809,15697,9FD6,30,30,CONC,0,0,H1,,,,,,,,,,,
264119,45364,9FD7,3000,60,ASPH,0,0,9,,,,,,27,,,,,
266810,15698,9FD8,50,50,CONC,0,0,H1,,,,,,,,,,,
256579,15699,9FD9,2560,100,TURF,0,0,1,,,,,950,19,,,,178.2,
248065,15700,9FL0,3000,75,TURF,0,0,2,,,,,,20,,,,,
247509,15701,9FL1,3415,100,TURF,1,0,9,,,,,,27,,,,269,
255023,15702,9FL2,3150,250,TURF,0,0,18,,,,,,36,,,,,
248148,15703,9FL3,4600,500,WATER,0,0,12W,,,,,,30W,,,,,
266811,15704,9FL4,60,60,CONC,0,0,H1,,,,,,,,,,,
255025,15705,9FL5,3000,100,TURF,0,0,18,,,,,,36,,,,,
266812,15706,9FL6,90,24,ASPH,1,0,H1,,,,,,,,,,293.3,
257530,15707,9FL7,2060,150,GRAVEL,0,0,18,,,,,,36,,,,,
